uniqID,GeneID,locus_tag,UniProtID,type,localz,gene,product,KG_FG,KG_FM,KG_PC,KG_PG,KG_PW,UP_FM,UP_PW,UP_KW
g3093,887864,Rv2982c,P9WN77,CDS,Cytoplasmic,gpsA2,Glycerol-3-phosphate dehydrogenase [NAD(P)+] 2,,,Metabolism,Lipid metabolism,Glycerophospholipid metabolism,NAD-dependent glycerol-3-phosphate dehydrogenase family,Membrane lipid metabolism; glycerophospholipid metabolism,Cytoplasm;Lipid biosynthesis;Lipid metabolism;NAD;NADP;Nucleotide-binding;Oxidoreductase;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome
g3094,888161,Rv2983,P9WP83,CDS,Cytoplasmic,fbiD,Phosphoenolpyruvate guanylyltransferase,,,Metabolism,Energy metabolism,Methane metabolism,CofC family,Cofactor biosynthesis; coenzyme F420 biosynthesis,3D-structure;GTP-binding;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase
g3095,887482,Rv2984,P9WHV9,CDS,Cytoplasmic,ppk,Polyphosphate kinase,genetic information processing,Messenger RNA biogenesis,Metabolism; Genetic Information Processing,"Energy metabolism; Folding, sorting and degradation",Oxidative phosphorylation; RNA degradation,polyphosphate kinase 1 (PPK1) family,,ATP-binding;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase
g3096,888165,Rv2985,P9WIY3,CDS,Cytoplasmic,mutT1,8-oxo-(d)GTP phosphatase,genetic information processing,DNA repair and recombination proteins,,,,Nudix hydrolase family,,DNA damage;DNA repair;DNA replication;Hydrolase;Magnesium;Metal-binding;Reference proteome
g3097,888166,Rv2986c,P9WMK7,CDS,Extracellular,hupB,DNA-binding protein HupB,genetic information processing,DNA replication proteins; Chromosome and associated proteins; DNA repair and recombination proteins,,,,bacterial histone-like protein family. Long actinobacterial subfamily,,Acetylation;Activator;Cell wall;Cell wall biogenesis/degradation;Cytoplasm;Direct protein sequencing;DNA condensation;DNA-binding;Ion transport;Iron;Iron transport;Methylation;Oxidoreductase;Reference proteome;Repeat;Secreted;Transcription;Transcription regulation;Transport;Virulence
g3098,888225,Rv2987c,P9WK95,CDS,Cytoplasmic,leuD,3-isopropylmalate dehydratase small subunit,,,Metabolism,Carbohydrate metabolism; Amino acid metabolism,"C5-Branched dibasic acid metabolism; Valine, leucine and isoleucine biosynthesis",LeuD family. LeuD type 1 subfamily,Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate,3D-structure;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Isopeptide bond;Leucine biosynthesis;Lyase;Reference proteome;Ubl conjugation
g3099,887875,Rv2988c,P9WQF5,CDS,Cytoplasmic,leuC,3-isopropylmalate dehydratase large subunit,,,Metabolism,Carbohydrate metabolism; Amino acid metabolism,"C5-Branched dibasic acid metabolism; Valine, leucine and isoleucine biosynthesis",aconitase/IPM isomerase family. LeuC type 1 subfamily,Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate,4Fe-4S;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Iron;Iron-sulfur;Leucine biosynthesis;Lyase;Metal-binding;Reference proteome
g3100,887723,Rv2989,O53238,CDS,Cytoplasmic,,transcriptional regulator,,,,,,,,DNA-binding;Reference proteome;Transcription;Transcription regulation
g3101,887176,Rv2990c,I6YEW1,CDS,Cytoplasmic,,Class I SAM-dependent methyltransferase,,,,,,,,Reference proteome
g3102,887792,Rv2991,O53240,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,3D-structure;Oxidoreductase;Reference proteome
g3103,887850,Rv2992c,P9WFV9,CDS,Cytoplasmic,gltX,Glutamate--tRNA ligase,metabolism; genetic information processing; signaling and cellular processes,Amino acid related enzymes; Transfer RNA biogenesis; Prokaryotic defense system,Metabolism; Genetic Information Processing,Metabolism of cofactors and vitamins; Translation,Porphyrin metabolism; Aminoacyl-tRNA biosynthesis,class-I aminoacyl-tRNA synthetase family. Glutamate--tRNA ligase type 1 subfamily,,3D-structure;Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome
g3104,887867,Rv2993c,I6Y276,CDS,Cytoplasmic,,Protein Rv2993c,,,,,,In the C-terminal section; belongs to the FAH family,,Direct protein sequencing;Metal-binding;Reference proteome
g3105,888200,Rv2994,P9WJW7,CDS,Plasma Membrane,,Uncharacterized MFS-type transporter Rv2994,,,,,,major facilitator superfamily,,Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
g3106,888182,Rv2995c,P9WKK9,CDS,Cytoplasmic,leuB,3-isopropylmalate dehydrogenase,,,Metabolism,Carbohydrate metabolism; Amino acid metabolism,"C5-Branched dibasic acid metabolism; Valine, leucine and isoleucine biosynthesis",isocitrate and isopropylmalate dehydrogenases family. LeuB type 2 subfamily,Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate,3D-structure;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Cytoplasm;Leucine biosynthesis;Magnesium;Manganese;Metal-binding;NAD;Oxidoreductase;Reference proteome
g3107,887154,Rv2996c,P9WNX3,CDS,Cytoplasmic,serA,D-3-phosphoglycerate dehydrogenase,signaling and cellular processes,Exosome,Metabolism,Energy metabolism; Amino acid metabolism,"Methane metabolism; Glycine, serine and threonine metabolism; Cysteine and methionine metabolism",D-isomer specific 2-hydroxyacid dehydrogenase family,Amino-acid biosynthesis; L-serine biosynthesis; L-serine from 3-phospho-D-glycerate,3D-structure;Amino-acid biosynthesis;NAD;Oxidoreductase;Reference proteome;Serine biosynthesis
g3108,888637,Rv2997,I6YAU3,CDS,Plasma Membrane,,dehydrogenase,,,,,,,,Reference proteome
g3109,888646,Rv2998,O53245,CDS,Extracellular,,hypothetical protein,,,,,,,,Reference proteome
g3110,,Rv2998A,Q6MX20,CDS,Cytoplasmic,,histidine kinase,,,,,,,,Kinase;Membrane;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
g3111,887357,Rv2999,O53246,CDS,Plasma Membrane,lppY,lipoprotein LppY,,,,,,,,Lipoprotein;Reference proteome
g3112,887271,Rv3000,I6X5Z8,CDS,Plasma Membrane,,transmembrane protein,signaling and cellular processes,Transporters,,,,UPF0014 family,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g3113,887483,Rv3001c,P9WKJ7,CDS,Cytoplasmic,ilvC,Ketol-acid reductoisomerase (NADP(+)),,,Metabolism,Amino acid metabolism; Metabolism of cofactors and vitamins,"Valine, leucine and isoleucine biosynthesis; Pantothenate and CoA biosynthesis",ketol-acid reductoisomerase family,Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate; Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate,3D-structure;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Direct protein sequencing;Magnesium;Metal-binding;NADP;Oxidoreductase;Reference proteome
g3114,887226,Rv3002c,P9WKJ3,CDS,Cytoplasmic,ilvH,Putative acetolactate synthase small subunit,,,Metabolism,Carbohydrate metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins,"Butanoate metabolism; C5-Branched dibasic acid metabolism; Valine, leucine and isoleucine biosynthesis; Pantothenate and CoA biosynthesis",acetolactate synthase small subunit family,Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate; Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate,Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Isopeptide bond;Reference proteome;Transferase;Ubl conjugation
g3115,887286,Rv3003c,P9WG41,CDS,Cytoplasmic,ilvB1,Acetolactate synthase large subunit IlvB1,,,Metabolism,Carbohydrate metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins,"Butanoate metabolism; C5-Branched dibasic acid metabolism; Valine, leucine and isoleucine biosynthesis; Pantothenate and CoA biosynthesis",TPP enzyme family,Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate; Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate,Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;FAD;Flavoprotein;Magnesium;Metal-binding;Reference proteome;Thiamine pyrophosphate;Transferase
g3116,887891,Rv3004,P9WIR1,CDS,Extracellular,cfp6,Low molecular weight protein antigen 6,,,,,,,,Direct protein sequencing;Reference proteome;Secreted
g3117,887305,Rv3005c,I6YAV3,CDS,Plasma Membrane,,DoxX family protein,,,,,,DoxX family,,Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
g3118,887308,Rv3006,I6Y293,CDS,Plasma Membrane,lppZ,lipoprotein LppZ,,,,,,,,Lipoprotein;Reference proteome;Signal
g3119,888938,Rv3007c,O53254,CDS,Cytoplasmic,,oxidoreductase,,,,,,non-flavoprotein flavin reductase family,,Oxidoreductase;Reference proteome
g3120,888530,Rv3008,I6YEY1,CDS,Plasma Membrane,,MgtC/SapB family protein,,,,,,,,Reference proteome
g3121,888919,Rv3009c,P9WN61,CDS,Cytoplasmic,gatB,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,genetic information processing,Mitochondrial biogenesis,Genetic Information Processing,Translation,Aminoacyl-tRNA biosynthesis,GatB/GatE family. GatB subfamily,,ATP-binding;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome
g3122,888509,Rv3010c,P9WID7,CDS,Cytoplasmic,pfkA,ATP-dependent 6-phosphofructokinase,,,Metabolism,Carbohydrate metabolism; Energy metabolism,Glycolysis / Gluconeogenesis; Pentose phosphate pathway; Fructose and mannose metabolism; Galactose metabolism; Methane metabolism,phosphofructokinase type A (PFKA) family. Mixed-substrate PFK group III subfamily,Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose,Allosteric enzyme;ATP-binding;Cytoplasm;Glycolysis;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase
g3123,887262,Rv3011c,P9WQA1,CDS,Cytoplasmic,gatA,Glutamyl-tRNA(Gln) amidotransferase subunit A,genetic information processing,Mitochondrial biogenesis,Genetic Information Processing,Translation,Aminoacyl-tRNA biosynthesis,amidase family. GatA subfamily,,ATP-binding;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome
g3124,887335,Rv3012c,P9WN59,CDS,Cytoplasmic,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C,genetic information processing,Mitochondrial biogenesis,Genetic Information Processing,Translation,Aminoacyl-tRNA biosynthesis,GatC family,,ATP-binding;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome
g3125,888642,Rv3013,O53260,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g3126,887354,Rv3014c,P9WNV1,CDS,Cytoplasmic,ligA,DNA ligase A,genetic information processing,DNA replication proteins; DNA repair and recombination proteins,Genetic Information Processing,Replication and repair,DNA replication; Base excision repair; Nucleotide excision repair; Mismatch repair,NAD-dependent DNA ligase family. LigA subfamily,,3D-structure;DNA damage;DNA repair;DNA replication;Ligase;Magnesium;Metal-binding;NAD;Reference proteome;Zinc
g3127,887181,Rv3015c,I6YAW3,CDS,Cytoplasmic,,Cobalamin-independent methionine synthase MetE C-terminal/archaeal domain-containing protein,,,,,,,,Reference proteome
g3128,888557,Rv3016,I6Y2A3,CDS,Extracellular,lpqA,lipoprotein LpqA,,,,,,,,Lipoprotein;Reference proteome;Signal
g3129,888508,Rv3017c,P9WNJ1,CDS,Extracellular,esxQ,ESAT-6-like protein EsxQ,signaling and cellular processes,Secretion system,Human Diseases,Infectious disease: bacterial,Tuberculosis,WXG100 family. ESAT-6 subfamily,,Reference proteome;Secreted
g3130,,Rv3018A,Q6MX19,CDS,Extracellular,PE27A,PE family protein PE27A,,,,,,,,Reference proteome
g3131,888940,Rv3018c,P9WHY9,CDS,Extracellular,PPE46,Uncharacterized PPE family protein PPE46,,,,,,mycobacterial PPE family,,Reference proteome
g3132,888926,Rv3019c,P9WNI9,CDS,Extracellular,esxR,ESAT-6-like protein EsxR,signaling and cellular processes,Secretion system,Human Diseases,Infectious disease: bacterial,Tuberculosis,WXG100 family. ESAT-6 subfamily,,3D-structure;Reference proteome;Secreted
g3133,888946,Rv3020c,Q6MX18,CDS,Extracellular,esxS,ESAT-6-like protein EsxS,signaling and cellular processes,Secretion system,Human Diseases,Infectious disease: bacterial,Tuberculosis,WXG100 family. CFP-10 subfamily,,3D-structure;Reference proteome;Secreted
g3134,,Rv3021c,P9WHY7,misc_feature,Extracellular,PPE47,,,,,,,mycobacterial PPE family,,Reference proteome
g3135,3205088,Rv3022A,Q6MX17,CDS,Extracellular,PE29,PE family protein PE29,,,,,,,,Reference proteome
g3136,,Rv3022c,P9WHY7,misc_feature,Extracellular,PPE48,,,,,,,mycobacterial PPE family,,Reference proteome
g3137,888525,Rv3023c,P96354,CDS,Cytoplasmic,,Mutator family transposase,,,,,,transposase mutator family,,DNA recombination;DNA-binding;Reference proteome;Transposable element;Transposition
g3138,888524,Rv3024c,P9WJS5,CDS,Cytoplasmic,mnmA,tRNA-specific 2-thiouridylase MnmA,genetic information processing,Transfer RNA biogenesis,Genetic Information Processing,"Folding, sorting and degradation",Sulfur relay system,MnmA/TRMU family,,ATP-binding;Cytoplasm;Disulfide bond;Nucleotide-binding;Reference proteome;RNA-binding;Transferase;tRNA processing;tRNA-binding
g3139,887677,Rv3025c,P9WQ71,CDS,Cytoplasmic,iscS,IscS-like cysteine desulfurase,genetic information processing; signaling and cellular processes,Transfer RNA biogenesis; Mitochondrial biogenesis; Prokaryotic defense system,Metabolism; Genetic Information Processing,"Metabolism of cofactors and vitamins; Folding, sorting and degradation",Thiamine metabolism; Sulfur relay system,class-V pyridoxal-phosphate-dependent aminotransferase family. NifS/IscS subfamily,,3D-structure;Aminotransferase;Iron;Iron-sulfur;Metal-binding;Pyridoxal phosphate;Reference proteome;Transferase
g3140,888489,Rv3026c,I6XFY8,CDS,Plasma Membrane,,Phospholipid/glycerol acyltransferase domain-containing protein,,,,,,,Lipid metabolism,Acyltransferase;Lipid biosynthesis;Lipid metabolism;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
g3141,887851,Rv3027c,I6YEZ8,CDS,Cytoplasmic,,GCN5-like N-acetyltransferase,,,,,,,Lipid metabolism,Acyltransferase;Lipid biosynthesis;Lipid metabolism;Reference proteome;Transferase
g3142,888549,Rv3028c,P9WNG9,CDS,Cytoplasmic,etfA,Electron transfer flavoprotein subunit alpha,signaling and cellular processes,Exosome,,,,ETF alpha-subunit/FixB family,,Electron transport;FAD;Flavoprotein;Reference proteome;Transport
g3143,887670,Rv3029c,P9WNG7,CDS,Cytoplasmic,etfB,Electron transfer flavoprotein subunit beta,,,,,,ETF beta-subunit/FixA family,,Electron transport;FAD;Flavoprotein;Reference proteome;Transport
g3144,888604,Rv3030,P9WJZ1,CDS,Cytoplasmic,,Probable S-adenosylmethionine-dependent methyltransferase Rv3030,,,,,,methyltransferase superfamily,,Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
g3145,888543,Rv3031,P9WQ27,CDS,Cytoplasmic,,"Probable 1,4-alpha-glucan branching enzyme Rv3031",,,Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,glycosyl hydrolase 57 family,,Carbohydrate metabolism;Glycosyltransferase;Reference proteome;Transferase
g3146,888185,Rv3032,P9WMY9,CDS,Cytoplasmic,,Glycogen synthase,metabolism,Glycosyltransferases,Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,glycosyltransferase group 1 family,Glycan biosynthesis; glycogen biosynthesis,Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosyltransferase;Reference proteome;Transferase
g3147,11117812,Rv3032A,I6X630,CDS,Plasma Membrane,,hypothetical protein,,,,,,,,Reference proteome
g3148,888865,Rv3033,I6YAY5,CDS,Plasma Membrane,,DUF4333 domain-containing protein,,,,,,,,Reference proteome;Signal
g3149,887470,Rv3034c,O53281,CDS,Plasma Membrane,,Probable acetyltransferase Rv3034c,,,,,,transferase hexapeptide repeat family,,Acyltransferase;Reference proteome;Repeat;Signal;Transferase;Virulence
g3150,887842,Rv3035,I6XFZ8,CDS,Extracellular,,Protein Rv3035,,,,,,,,Direct protein sequencing;Reference proteome
g3151,887320,Rv3036c,I6YF08,CDS,Extracellular,TB22.2,Esterase Rv3036c,,,,,,RsiV family,,Cell membrane;Cell wall;Hydrolase;Lipid metabolism;Membrane;Reference proteome;Secreted;Transmembrane;Transmembrane helix
g3152,888640,Rv3037c,P9WJZ3,CDS,Cytoplasmic,,Uncharacterized S-adenosylmethionine-dependent methyltransferase Rv3037c,,,,,,methyltransferase superfamily,,Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
g3153,888517,Rv3038c,I6YAZ1,CDS,Plasma Membrane,,hypothetical protein,,,,,,,,Methyltransferase;Reference proteome;Transferase
g3154,888216,Rv3039c,P9WNN3,CDS,Cytoplasmic,echA17,Probable enoyl-CoA hydratase EchA17,,,Metabolism,Carbohydrate metabolism; Lipid metabolism; Amino acid metabolism; Metabolism of other amino acids; Metabolism of terpenoids and polyketides; Xenobiotics biodegradation and metabolism,"Propanoate metabolism; Butanoate metabolism; Fatty acid degradation; Valine, leucine and isoleucine degradation; Lysine degradation; Phenylalanine metabolism; Tryptophan metabolism; beta-Alanine metabolism; Pinene, camphor and geraniol degradation; Benzoate degradation; Aminobenzoate degradation; Caprolactam degradation",enoyl-CoA hydratase/isomerase family,,Direct protein sequencing;Fatty acid metabolism;Lipid metabolism;Lyase;Reference proteome
g3155,887672,Rv3040c,O53287,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Hydrolase;Magnesium;Manganese;Metal-binding;Reference proteome
g3156,887197,Rv3041c,I6YF11,CDS,Cytoplasmic,,ABC transporter ATP-binding protein,signaling and cellular processes,Transporters,,,,,,ATP-binding;Nucleotide-binding;Reference proteome;Transport
g3157,887815,Rv3042c,O53289,CDS,Cytoplasmic,serB2,Phosphoserine phosphatase SerB2,metabolism,Protein phosphatases and associated proteins,Metabolism,Energy metabolism; Amino acid metabolism,"Methane metabolism; Glycine, serine and threonine metabolism",HAD-like hydrolase superfamily. SerB family,Amino-acid biosynthesis; L-serine biosynthesis; L-serine from 3-phospho-D-glycerate,Amino-acid biosynthesis;Host cytoplasm;Hydrolase;Magnesium;Metal-binding;Reference proteome;Secreted;Serine biosynthesis
g3158,887881,Rv3043c,P9WP71,CDS,Plasma Membrane,ctaD,Probable cytochrome c oxidase subunit 1,,,Metabolism,Energy metabolism,Oxidative phosphorylation,heme-copper respiratory oxidase family,Energy metabolism; oxidative phosphorylation,3D-structure;Acetylation;Cell membrane;Copper;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Respiratory chain;Translocase;Transmembrane;Transmembrane helix;Transport
g3159,888745,Rv3044,O53291,CDS,Extracellular,fecB,FeIII-dicitrate-binding periplasmic lipoprotein,signaling and cellular processes,Transporters,,,,bacterial solute-binding protein 8 family,,3D-structure;Lipoprotein;Reference proteome;Signal;Transport
g3160,888888,Rv3045,P9WQC5,CDS,Cytoplasmic,adhC,NADP-dependent alcohol dehydrogenase C,,,Metabolism,Carbohydrate metabolism; Lipid metabolism,Glycolysis / Gluconeogenesis; Pyruvate metabolism; Glycerolipid metabolism,zinc-containing alcohol dehydrogenase family,,Acetylation;Isopeptide bond;Metal-binding;NADP;Oxidoreductase;Reference proteome;Ubl conjugation;Zinc
